Entry ID,Jurisdiction ,Date,Action,Intervention Category,Intervention type,Description,Organization
ON196,Ont.,2020-06-24,Eased,Closures/openings,Non-essential services,"Restaurants and liquor establishments, personal services and shopping malls reopened in Toronto and Peel public health unit regions","Office of the Premier
"
ON197,Ont.,2020-06-24,Eased,Closures/openings,Recreation,Tourism services and recreational facilities reopened in Toronto and Peel Public health unit regions,"Office of the Premier
"
ON199,Ont.,2020-06-02,New ,Health workforce,Safety guidelines,Guidance for safe return to work for social workers,"Ontario College of Social Workers and Social Service Workers
"
ON200,Ont.,2020-06-08,New ,Health workforce,Safety guidelines,Updated guidance on use of personal protective equipment for audiologists and speech-language pathologists,"College of Audiologists and Speech-Language Pathologists of Ontario
"
ON201,Ont.,2020-05-31,New ,Health workforce,Safety guidelines,Guidance for safe resumption of dental services,"Royal College of Dental Surgeons of Ontario
"
ON203,Ont.,2020-03-12,New ,Closures/openings,Education,First post-secondary school closure in province,"Laurentian University (Sudbury campus)
"
ON204,Ont.,2020-05-19,Eased,Public information,Phase and alert level changes,All regions entered Stage 1 of reopening plan,"Government of Ontario
"
ON205,Ont.,2020-06-12,Eased,Public information,Phase and alert level changes,24 public health unit regions entered Stage 2 of reopening plan,"Government of Ontario
"
ON206,Ont.,2020-06-19,Eased,Public information,Phase and alert level changes,7 additional public health unit regions entered Stage 2 of reopening plan,"Government of Ontario
"
ON207,Ont.,2020-06-24,Eased,Public information,Phase and alert level changes,Toronto and Peel public health units entered Stage 2 of reopening plan,"Government of Ontario
"
ON210,Ont.,2020-06-25,Eased,Public information,Phase and alert level changes,Windsor-Essex public health unit entered Stage 2 of reopening plan,"Government of Ontario
"
ON214,Ont.,2020-07-17,Eased,Public information,Phase and alert level changes,24 public health unit regions entered Stage 3 of reopening plan,"Government of Ontario
"
ON215,Ont.,2020-07-17,Eased,Distancing,Gatherings,Indoor gatherings of 50 and outdoor gatherings of 100 permitted for the 24 public health units that entered Stage 3,"Government of Ontario
"
ON216,Ont.,2020-07-17,Eased,Closures/openings,Non-essential services,Businesses and public spaces reopened in the 24 public health units that have entered Stage 3,"Government of Ontario
"
ON217,Ont.,2020-07-27,Eased,Closures/openings,Daycares,Child care centre maximum capacity raised to 15 children,"Government of Ontario
"
ON218,Ont.,2020-07-24,Eased,Public information,Phase and alert level changes,7 additional public health unit regions entered Stage 3 of reopening plan,"Government of Ontario
"
ON219,Ont.,2020-07-24,Eased,Distancing,Gatherings,Indoor gatherings of 50 and outdoor gatherings of 100 permitted for the 7 public health units that entered Stage 3,"Government of Ontario
"
ON220,Ont.,2020-07-24,Eased,Closures/openings,Non-essential services,Businesses and public spaces reopened in the 7 public health units that have entered Stage 3,"Government of Ontario
"
ON222,Ont.,2020-07-31,Eased,Public information,Phase and alert level changes,Toronto and Peel public health units entered Stage 3 of reopening plan,"Government of Ontario
"
ON223,Ont.,2020-07-31,Eased,Distancing,Gatherings,"Increased the limit on indoor gatherings up to a maximum of 50 people and outdoor gatherings up to a maximum of 100 (Toronto, Peel)","Government of Ontario
"
ON224,Ont.,2020-07-31,Eased,Closures/openings,Non-essential services,"Businesses and public spaces in Toronto and Peel reopened, with exceptions","Government of Ontario
"
ON229,Ont.,2020-07-31,New,Case management,Contact tracing,Residents encouraged to download the new COVID Alert app on their smart phone,"Office of the Premier
"
ON232,Ont.,2020-07-07,Eased,Public information,Phase and alert level changes,The Municipality of Leamington and Town of Kingsville entered Stage 2 of reopening plan,"Government of Ontario
"
ON233,Ont.,2020-08-04,Eased,Health workforce,Licence reinstatement/reclassification,Emergency registration for regulated nurses suspended,College of Nurses of Ontario
ON234,Ont.,2020-07-01,New,Health workforce,Change in practice,Midwives authorized to order the COVID-19 test,College of Midwives of Ontario
ON235,Ont.,2020-06-23,New,Health workforce,Safety guidelines,Guidelines for physiotherapists for safe reopening issued,College of Physiotherapists of Ontario 
ON236,Ont.,2020-08-12,Eased,Public information,Phase and alert level changes,Windsor-Essex public health unit entered Stage 3 of reopening plan,"Office of the Premier
"
ON239,Ont.,2020-08-15,New,Closures/openings,Recreation,Capacity limit for gyms and other fitness facilities limited to 50 patrons per room with distancing of at least two metres,"Office of the Premier
"
ON242,Ont.,2020-08-21,Eased,Distancing,Gatherings,Limitations on indoor gatherings relaxed to allow 50 people for facilities that rent out professional meeting and event spaces,"Ministry of Heritage, Sport, Tourism and Culture Industries
"
ON243,Ont.,2020-07-31,New,Case management,Contact tracing,Bars/restaurants required to keep client logs for 30 days; patrons must be seated at all times both indoors and outdoors,"Ministry of Health
"
ON245,Ont.,2020-08-26,New,Case management,Education,"Guidance document on outbreak management, Operational Guidance: COVID-19 Management in Schools, released","Office of the Premier
"
ON247,Ont.,2020-08-28,Eased,Health services,Visitors,Long-term care residents permitted short-stay visits and temporary absences (with 14 days of self-isolation after temporary absences),"Ministry of Long-Term Care
"
ON248,Ont.,2020-09-09,Eased,Health services,Visitors,Visitor restrictions at long-term care homes relaxed to allow 2 designated caregivers who may visit at any time,"Ministry of Long-Term Care
"
ON249,Ont.,2020-09-08,Eased,Closures/openings,Education,Public schools opened for first day of in-person learning; masks required for all staff and grade 4 to 12 students,"Office of the Premier
"
ON250,Ont.,2020-09-11,New,Case management,Education,Web page tracking COVID-19 cases in schools and child care centres launched,"Ministry of Education
"
ON253,Ont.,2020-09-18,New,Distancing,Gatherings,"Indoor gatherings limited to 10 and outdoor gatherings to 25 people in the regions of Toronto, Peel and Ottawa","Ministry of Health
"
ON254,Ont.,2020-09-19,New,Distancing,Gatherings,Indoor gatherings limited to 10 and outdoor gatherings to 25 people across all regions in the province,"Office of the Premier
"
ON260,Ont.,2020-09-26,New,Closures/openings,Non-essential services,Restaurants/bars for all regions in Stage 3 restricted to serving alcohol to 11 p.m. and must close by midnight (except takeout/delivery),"Ministry of Health
"
ON261,Ont.,2020-09-26,New,Closures/openings,Non-essential services,All strip clubs closed,"Ministry of Health
"
ON267,Ont.,2020-08-12,New,Health workforce,Licence reinstatement/reclassification,Modification to temporary registration criteria for chiropractors announced,"College of Chiropractors of Ontario
"
ON268,Ont.,2020-09-11,New,Health workforce,Safety guidelines,Guidance published for dentists on safety precautions when performing aerosol-generating procedures,"Royal College of Dental Surgeons of Ontario
"
ON269,Ont.,2020-09-17,New,Health workforce,Safety guidelines,"Guidance on screening, testing and occupational safety for home and community care providers published","Ministry of Health
"
ON270,Ont.,2020-09-25,New,Health workforce,Change in practice,Guidance for safe COVID-19 testing for pharmacists published,"Government of Ontario, Office of the Premier
"
ON273,Ont.,2020-10-01,New,Health workforce,Supply management,"Temporary wage increase provided to more than 147,000 personal support workers who deliver publicly funded services","Office of the Premier
"
ON274,Ont.,2020-10-01,New,Case management,Education,School and child care screening guidance updated with separate protocols for fever and cough versus other symptoms ,"Ministry of Health
"
ON278,Ont.,2020-10-03,New,Public information,Masks,"Use of face masks in all indoor public spaces mandated (with limited exemptions—e.g., corrections and developmental services) ","Office of the Premier 
"
ON279,Ont.,2020-10-03,New,Closures/openings,Non-essential services,"Dine-in services limited to 100 people (6 people/table) and a patron registry required (Ottawa, Toronto, Peel regions)","Office of the Premier 
"
ON280,Ont.,2020-10-03,New,Closures/openings,Recreation,"Fitness facilities limited to 50 people and group classes to 10 (Ottawa, Toronto, Peel regions)","Office of the Premier 
"
ON282,Ont.,2020-10-07,New,Health services,Visitors,"Visitor access to long-term care suspended (with exceptions for caregivers) (Ottawa, Toronto, Peel regions)","Ministry of Long-Term Care
"
ON283,Ont.,2020-10-10,New,Public information,Phase and alert level changes,"Ottawa, Toronto and Peel regions elevated to a modified Stage 2","Office of the Premier 
"
ON285,Ont.,2020-10-10,New,Closures/openings,Non-essential services,"Dine-in services and personal care services (where face covering is removed for service) prohibited (Ottawa, Toronto, Peel regions)","Office of the Premier 
"
ON286,Ont.,2020-10-10,New,Closures/openings,Recreation,"Fitness, arts and recreational facilities closed (Ottawa, Toronto, Peel regions)","Office of the Premier 
"
ON289,Ont.,2020-10-16,New,Health services,Visitors,"Short-term and temporary absences for long-term care residents prohibited (Ottawa, Toronto, Peel regions)","Ministry of Long-Term Care
"
ON290,Ont.,2020-10-19,New,Public information,Phase and alert level changes,York Region elevated to a modified Stage 2,"Ministry of Health
"
ON292,Ont.,2020-10-19,New,Closures/openings,Non-essential services,Dine-in services and personal care services (where face covering is removed for service) prohibited (York Region),"Ministry of Health
"
ON293,Ont.,2020-10-19,New,Closures/openings,Recreation,"Fitness, arts and recreational facilities closed (York Region)","Ministry of Health
"
ON294,Ont.,2020-10-19,New,Health services,Visitors,Visitor access to long-term care suspended (exceptions for caregivers) (York Region) ,"Ministry of Long-Term Care
"
ON295,Ont.,2020-10-20,New,Closures/openings,Recreation,"Dance classes meeting selected conditions permitted (Toronto, Ottawa, York, Peel regions)","Office of the Premier 
"
ON297,Ont.,2020-11-07,New,Public information,Pandemic response plans,"Keeping Ontario Safe and Open Framework released; categorizes public health units as: green–prevent, yellow–protect, orange–restrict, red–control, lockdown","Office of the Premier 
"
ON299,Ont.,2020-11-07,New,Public information,Phase and alert level changes,Toronto remained in a modified Stage 2 (at the request of the local medical officer of health),"Office of the Premier 
"
ON300,Ont.,2020-11-07,New,Public information,Phase and alert level changes,Peel Regional Health Unit moved to red (control) ,"Ministry of Health
"
ON301,Ont.,2020-11-07,New,Public information,Phase and alert level changes,Ottawa Public Health and York Region Public Health moved to orange (restrict) ,"Ministry of Health
"
ON302,Ont.,2020-11-07,New,Public information,Phase and alert level changes,10 public health unit regions moved to yellow (protect) ,"Ministry of Health
"
ON303,Ont.,2020-11-07,New,Public information,Phase and alert level changes,20 public health unit regions moved to green (prevent) ,"Ministry of Health
"
ON305,Ont.,2020-11-13,New,Closures/openings,Education,Personal protective equipment provided to First Nation schools ,"Ministry of Education
"
ON306,Ont.,2020-11-13,New,Public information,Pandemic response plans,Keeping Ontario Safe and Open Framework updated by lowering the thresholds in each level ,"Office of the Premier 
"
